,employee,companyAlias,numVotes,lastParticipationDate,stillExists,uid,comid
2549,49,5641f96713664c000332c8cd,174,2017-03-20 16:01:33,True,6_49,6
2551,51,5641f96713664c000332c8cd,84,2017-03-18 00:00:00,True,6_51,6
2556,59,5641f96713664c000332c8cd,148,2017-03-10 00:00:00,True,6_59,6
2557,60,5641f96713664c000332c8cd,124,2017-03-19 00:00:00,True,6_60,6
2558,61,5641f96713664c000332c8cd,185,2017-02-16 00:00:00,True,6_61,6
2559,62,5641f96713664c000332c8cd,205,2017-02-20 18:13:19,True,6_62,6
2561,65,5641f96713664c000332c8cd,222,2017-03-18 18:44:28,True,6_65,6
2562,66,5641f96713664c000332c8cd,13,2017-03-01 00:00:00,True,6_66,6
2564,68,5641f96713664c000332c8cd,24,2017-02-09 00:00:00,True,6_68,6
2567,71,5641f96713664c000332c8cd,150,2017-03-15 00:00:00,True,6_71,6
2569,78,5641f96713664c000332c8cd,284,2017-03-20 16:01:33,True,6_78,6
2570,79,5641f96713664c000332c8cd,76,2017-03-16 00:00:00,True,6_79,6
2572,81,5641f96713664c000332c8cd,210,2017-03-20 16:01:33,True,6_81,6
2575,87,5641f96713664c000332c8cd,130,2016-12-27 00:00:00,False,6_87,6
2576,88,5641f96713664c000332c8cd,71,2017-03-02 16:54:09,True,6_88,6
2578,91,5641f96713664c000332c8cd,57,2017-03-20 00:00:00,True,6_91,6
2579,92,5641f96713664c000332c8cd,134,2017-03-20 00:00:00,True,6_92,6
2581,94,5641f96713664c000332c8cd,45,2017-03-16 00:00:00,True,6_94,6
2582,95,5641f96713664c000332c8cd,107,2017-03-19 18:53:32,True,6_95,6
2583,96,5641f96713664c000332c8cd,12,2017-03-14 00:00:00,True,6_96,6
2584,98,5641f96713664c000332c8cd,45,2017-03-20 00:00:00,True,6_98,6
2586,101,5641f96713664c000332c8cd,237,2017-03-19 00:00:00,True,6_101,6
2587,102,5641f96713664c000332c8cd,165,2017-03-20 00:00:00,True,6_102,6
2593,110,5641f96713664c000332c8cd,44,2017-02-02 00:00:00,True,6_110,6
2594,112,5641f96713664c000332c8cd,36,2017-02-02 00:00:00,True,6_112,6
2597,116,5641f96713664c000332c8cd,25,2017-03-15 00:00:00,True,6_116,6
2600,121,5641f96713664c000332c8cd,17,2017-03-17 16:20:24,True,6_121,6
2601,122,5641f96713664c000332c8cd,222,2017-03-20 00:00:00,True,6_122,6
2604,126,5641f96713664c000332c8cd,168,2017-03-20 16:01:33,True,6_126,6
2605,127,5641f96713664c000332c8cd,151,2017-03-17 00:00:00,True,6_127,6
2606,128,5641f96713664c000332c8cd,225,2017-03-20 00:00:00,True,6_128,6
2608,135,5641f96713664c000332c8cd,96,2017-03-02 00:00:00,True,6_135,6
2609,136,5641f96713664c000332c8cd,111,2017-03-13 17:34:58,True,6_136,6
2613,140,5641f96713664c000332c8cd,73,2017-03-19 00:00:00,True,6_140,6
2616,143,5641f96713664c000332c8cd,68,2017-03-19 00:00:00,True,6_143,6
2617,145,5641f96713664c000332c8cd,87,2017-01-29 00:00:00,True,6_145,6
2619,147,5641f96713664c000332c8cd,246,2017-03-20 00:00:00,True,6_147,6
2620,148,5641f96713664c000332c8cd,296,2017-03-20 16:01:33,True,6_148,6
2621,149,5641f96713664c000332c8cd,157,2017-03-20 00:00:00,True,6_149,6
2624,152,5641f96713664c000332c8cd,15,2017-02-11 00:00:00,True,6_152,6
2625,153,5641f96713664c000332c8cd,51,2017-03-20 00:00:00,True,6_153,6
2626,154,5641f96713664c000332c8cd,13,2017-02-05 00:00:00,True,6_154,6
2627,155,5641f96713664c000332c8cd,41,2017-02-26 00:00:00,True,6_155,6
2628,156,5641f96713664c000332c8cd,275,2017-03-20 16:01:33,True,6_156,6
2630,159,5641f96713664c000332c8cd,119,2017-03-17 00:00:00,True,6_159,6
2632,161,5641f96713664c000332c8cd,170,2017-03-20 16:01:33,True,6_161,6
2633,162,5641f96713664c000332c8cd,83,2017-03-20 00:00:00,True,6_162,6
2634,164,5641f96713664c000332c8cd,35,2017-03-18 00:00:00,True,6_164,6
2635,165,5641f96713664c000332c8cd,306,2017-03-20 00:00:00,True,6_165,6
2636,166,5641f96713664c000332c8cd,178,2017-02-27 13:19:06,False,6_166,6
2637,167,5641f96713664c000332c8cd,205,2017-02-13 11:16:12,False,6_167,6
2641,174,5641f96713664c000332c8cd,222,2017-03-20 00:00:00,True,6_174,6
2643,176,5641f96713664c000332c8cd,208,2017-03-01 00:00:00,False,6_176,6
2645,178,5641f96713664c000332c8cd,39,2017-02-25 00:00:00,True,6_178,6
2651,184,5641f96713664c000332c8cd,44,2016-12-31 00:00:00,True,6_184,6
2652,187,5641f96713664c000332c8cd,151,2017-03-19 00:00:00,True,6_187,6
2653,189,5641f96713664c000332c8cd,133,2017-02-27 13:19:06,False,6_189,6
2654,191,5641f96713664c000332c8cd,181,2017-03-20 16:01:33,True,6_191,6
2655,192,5641f96713664c000332c8cd,108,2017-02-28 00:00:00,True,6_192,6
2656,194,5641f96713664c000332c8cd,28,2017-03-16 00:00:00,True,6_194,6
2660,201,5641f96713664c000332c8cd,111,2017-02-19 00:00:00,True,6_201,6
2661,202,5641f96713664c000332c8cd,273,2017-03-20 00:00:00,True,6_202,6
2662,207,5641f96713664c000332c8cd,218,2017-02-01 00:07:22,True,6_207,6
2664,210,5641f96713664c000332c8cd,121,2017-03-16 00:00:00,True,6_210,6
2668,219,5641f96713664c000332c8cd,238,2017-03-20 16:01:33,True,6_219,6
2671,223,5641f96713664c000332c8cd,73,2017-03-18 08:29:27,True,6_223,6
2674,229,5641f96713664c000332c8cd,150,2017-03-20 00:00:00,True,6_229,6
2676,232,5641f96713664c000332c8cd,59,2017-03-15 00:00:00,True,6_232,6
2680,239,5641f96713664c000332c8cd,203,2017-03-20 16:01:33,True,6_239,6
2683,242,5641f96713664c000332c8cd,123,2017-02-27 16:35:24,True,6_242,6
2684,243,5641f96713664c000332c8cd,27,2017-02-25 00:00:00,True,6_243,6
2686,245,5641f96713664c000332c8cd,283,2017-03-20 00:00:00,True,6_245,6
2690,250,5641f96713664c000332c8cd,152,2017-03-20 00:00:00,True,6_250,6
2694,258,5641f96713664c000332c8cd,47,2017-02-06 21:39:53,True,6_258,6
2698,264,5641f96713664c000332c8cd,36,2017-02-12 00:00:00,False,6_264,6
2701,267,5641f96713664c000332c8cd,32,2017-03-10 00:00:00,True,6_267,6
2702,268,5641f96713664c000332c8cd,169,2017-03-20 00:00:00,True,6_268,6
2703,269,5641f96713664c000332c8cd,102,2017-03-20 00:00:00,True,6_269,6
2704,270,5641f96713664c000332c8cd,201,2017-03-16 00:00:00,True,6_270,6
2705,271,5641f96713664c000332c8cd,318,2017-03-20 00:00:00,True,6_271,6
2706,272,5641f96713664c000332c8cd,264,2017-03-20 00:00:00,True,6_272,6
2711,277,5641f96713664c000332c8cd,292,2017-03-20 16:01:33,True,6_277,6
2714,352,5641f96713664c000332c8cd,174,2017-01-02 00:00:00,False,6_352,6
2716,360,5641f96713664c000332c8cd,56,2017-03-20 00:00:00,True,6_360,6
2728,402,5641f96713664c000332c8cd,218,2017-03-20 16:01:33,True,6_402,6
2731,416,5641f96713664c000332c8cd,207,2017-03-01 00:00:00,True,6_416,6
2732,417,5641f96713664c000332c8cd,136,2017-03-20 00:00:00,True,6_417,6
2733,418,5641f96713664c000332c8cd,196,2017-03-20 16:01:33,True,6_418,6
2737,422,5641f96713664c000332c8cd,179,2017-03-20 00:00:00,True,6_422,6
2739,424,5641f96713664c000332c8cd,133,2017-03-20 16:01:33,True,6_424,6
2740,425,5641f96713664c000332c8cd,91,2017-03-19 22:18:54,False,6_425,6
2759,6,56fd2b64f41c670003f643c8,164,2017-03-17 00:00:00,True,13_6,13
2760,7,56fd2b64f41c670003f643c8,114,2017-03-20 00:00:00,True,13_7,13
2761,8,56fd2b64f41c670003f643c8,80,2017-02-20 00:00:00,False,13_8,13
2764,11,56fd2b64f41c670003f643c8,218,2017-03-20 00:00:00,True,13_11,13
2765,12,56fd2b64f41c670003f643c8,138,2017-03-17 00:00:00,True,13_12,13
2766,14,56fd2b64f41c670003f643c8,51,2017-03-10 00:00:00,True,13_14,13
2768,16,56fd2b64f41c670003f643c8,27,2017-01-30 00:00:00,True,13_16,13
2772,20,56fd2b64f41c670003f643c8,23,2017-02-13 00:00:00,True,13_20,13
2774,22,56fd2b64f41c670003f643c8,62,2017-03-16 00:00:00,True,13_22,13
2775,25,56fd2b64f41c670003f643c8,329,2017-03-20 00:00:00,True,13_25,13
2777,27,56fd2b64f41c670003f643c8,59,2017-03-10 00:00:00,True,13_27,13
2778,28,56fd2b64f41c670003f643c8,232,2017-03-20 00:00:00,True,13_28,13
2781,31,56fd2b64f41c670003f643c8,309,2017-03-20 00:00:00,True,13_31,13
2786,37,56fd2b64f41c670003f643c8,104,2017-03-20 00:00:00,True,13_37,13
2787,38,56fd2b64f41c670003f643c8,87,2017-03-17 00:00:00,True,13_38,13
2789,40,56fd2b64f41c670003f643c8,84,2017-03-19 13:33:32,True,13_40,13
2790,41,56fd2b64f41c670003f643c8,72,2017-02-17 00:00:00,True,13_41,13
2791,42,56fd2b64f41c670003f643c8,157,2017-03-18 00:00:00,True,13_42,13
2794,46,56fd2b64f41c670003f643c8,52,2017-01-18 00:00:00,True,13_46,13
2795,47,56fd2b64f41c670003f643c8,45,2017-03-18 00:00:00,True,13_47,13
2796,48,56fd2b64f41c670003f643c8,36,2017-02-02 00:00:00,True,13_48,13
2797,49,56fd2b64f41c670003f643c8,10,2017-01-27 00:00:00,True,13_49,13
2798,50,56fd2b64f41c670003f643c8,70,2017-03-17 00:00:00,True,13_50,13
2800,53,56fd2b64f41c670003f643c8,41,2017-03-17 00:00:00,True,13_53,13
2807,61,56fd2b64f41c670003f643c8,86,2017-03-20 00:00:00,True,13_61,13
2810,66,56fd2b64f41c670003f643c8,36,2017-03-06 00:00:00,True,13_66,13
2826,94,56fd2b64f41c670003f643c8,105,2017-03-20 00:00:00,True,13_94,13
2853,3,57c4aa7dbb8b5c000396fd3b,34,2017-03-06 10:04:46,True,22_3,22
2855,5,57c4aa7dbb8b5c000396fd3b,80,2017-03-19 00:00:00,True,22_5,22
2856,6,57c4aa7dbb8b5c000396fd3b,101,2017-03-17 09:32:41,True,22_6,22
2857,7,57c4aa7dbb8b5c000396fd3b,40,2017-03-09 00:00:00,True,22_7,22
2858,8,57c4aa7dbb8b5c000396fd3b,79,2017-03-20 00:00:00,True,22_8,22
2859,9,57c4aa7dbb8b5c000396fd3b,96,2017-03-16 00:00:00,True,22_9,22
2860,11,57c4aa7dbb8b5c000396fd3b,183,2017-03-20 16:53:04,True,22_11,22
2861,12,57c4aa7dbb8b5c000396fd3b,130,2017-03-20 00:00:00,True,22_12,22
2864,15,57c4aa7dbb8b5c000396fd3b,82,2017-03-17 14:58:44,True,22_15,22
2865,16,57c4aa7dbb8b5c000396fd3b,38,2017-03-10 17:59:54,True,22_16,22
2866,17,57c4aa7dbb8b5c000396fd3b,46,2017-03-17 11:00:51,True,22_17,22
2868,19,57c4aa7dbb8b5c000396fd3b,16,2017-02-13 00:00:00,True,22_19,22
2870,21,57c4aa7dbb8b5c000396fd3b,161,2017-03-20 00:00:00,True,22_21,22
2871,22,57c4aa7dbb8b5c000396fd3b,29,2017-03-14 19:18:39,True,22_22,22
2872,24,57c4aa7dbb8b5c000396fd3b,140,2017-03-20 15:30:34,True,22_24,22
2873,26,57c4aa7dbb8b5c000396fd3b,74,2017-03-20 00:00:00,True,22_26,22
2875,28,57c4aa7dbb8b5c000396fd3b,107,2017-03-20 00:00:00,True,22_28,22
2877,30,57c4aa7dbb8b5c000396fd3b,104,2017-03-20 15:30:34,True,22_30,22
2878,31,57c4aa7dbb8b5c000396fd3b,85,2017-03-20 00:00:00,True,22_31,22
2879,32,57c4aa7dbb8b5c000396fd3b,89,2017-03-16 00:00:00,True,22_32,22
2881,34,57c4aa7dbb8b5c000396fd3b,95,2017-03-17 00:00:00,True,22_34,22
2882,35,57c4aa7dbb8b5c000396fd3b,95,2017-02-28 00:00:00,True,22_35,22
2883,36,57c4aa7dbb8b5c000396fd3b,39,2017-03-20 15:30:34,True,22_36,22
2885,38,57c4aa7dbb8b5c000396fd3b,114,2017-03-20 00:00:00,True,22_38,22
2886,39,57c4aa7dbb8b5c000396fd3b,92,2017-03-20 00:00:00,True,22_39,22
2887,40,57c4aa7dbb8b5c000396fd3b,27,2017-03-20 00:00:00,True,22_40,22
2888,41,57c4aa7dbb8b5c000396fd3b,64,2017-03-20 16:53:04,True,22_41,22
2889,42,57c4aa7dbb8b5c000396fd3b,21,2017-02-14 00:00:00,True,22_42,22
2891,44,57c4aa7dbb8b5c000396fd3b,83,2017-03-17 00:00:00,True,22_44,22
2892,45,57c4aa7dbb8b5c000396fd3b,18,2017-03-13 00:00:00,True,22_45,22
2893,46,57c4aa7dbb8b5c000396fd3b,63,2017-03-20 00:00:00,True,22_46,22
2900,1,56e2a905e3b6fe0003e32855,181,2017-03-20 00:00:00,True,12_1,12
2901,2,56e2a905e3b6fe0003e32855,112,2017-03-19 00:00:00,True,12_2,12
2902,3,56e2a905e3b6fe0003e32855,250,2017-03-18 00:00:00,True,12_3,12
2903,4,56e2a905e3b6fe0003e32855,192,2017-01-30 11:33:04,True,12_4,12
2904,5,56e2a905e3b6fe0003e32855,18,2017-03-07 11:51:06,True,12_5,12
2905,6,56e2a905e3b6fe0003e32855,306,2017-03-20 10:48:28,True,12_6,12
2906,7,56e2a905e3b6fe0003e32855,163,2017-03-16 10:37:10,True,12_7,12
2907,8,56e2a905e3b6fe0003e32855,190,2017-03-20 10:48:28,True,12_8,12
2908,9,56e2a905e3b6fe0003e32855,159,2017-03-17 08:45:51,True,12_9,12
2911,12,56e2a905e3b6fe0003e32855,33,2017-03-16 00:00:00,True,12_12,12
2912,13,56e2a905e3b6fe0003e32855,277,2017-03-20 09:04:08,True,12_13,12
2913,14,56e2a905e3b6fe0003e32855,20,2017-03-08 00:00:00,True,12_14,12
2914,15,56e2a905e3b6fe0003e32855,47,2017-02-14 07:58:01,True,12_15,12
2915,16,56e2a905e3b6fe0003e32855,19,2017-03-19 00:00:00,True,12_16,12
2917,18,56e2a905e3b6fe0003e32855,135,2017-03-01 00:00:00,True,12_18,12
2922,23,56e2a905e3b6fe0003e32855,52,2017-03-20 00:00:00,True,12_23,12
2925,26,56e2a905e3b6fe0003e32855,149,2017-03-20 00:00:00,True,12_26,12
2926,27,56e2a905e3b6fe0003e32855,42,2017-03-20 00:00:00,True,12_27,12
2927,28,56e2a905e3b6fe0003e32855,70,2017-03-20 00:00:00,True,12_28,12
2929,30,56e2a905e3b6fe0003e32855,79,2017-03-20 00:00:00,True,12_30,12
2930,31,56e2a905e3b6fe0003e32855,163,2017-03-17 13:56:06,True,12_31,12
2931,32,56e2a905e3b6fe0003e32855,202,2017-03-20 00:00:00,True,12_32,12
2933,35,56e2a905e3b6fe0003e32855,18,2017-03-08 00:00:00,True,12_35,12
2934,36,56e2a905e3b6fe0003e32855,17,2017-03-20 00:00:00,True,12_36,12
2935,37,56e2a905e3b6fe0003e32855,117,2017-03-18 00:00:00,True,12_37,12
2936,38,56e2a905e3b6fe0003e32855,176,2017-03-20 14:11:53,True,12_38,12
2937,39,56e2a905e3b6fe0003e32855,278,2017-03-20 00:00:00,True,12_39,12
2939,43,56e2a905e3b6fe0003e32855,130,2017-03-20 14:11:53,True,12_43,12
2940,44,56e2a905e3b6fe0003e32855,28,2017-03-17 08:45:51,True,12_44,12
2943,47,56e2a905e3b6fe0003e32855,59,2017-03-16 00:00:00,True,12_47,12
2944,48,56e2a905e3b6fe0003e32855,22,2017-03-11 00:00:00,True,12_48,12
2948,52,56e2a905e3b6fe0003e32855,26,2017-03-20 00:00:00,True,12_52,12
2951,55,56e2a905e3b6fe0003e32855,145,2017-03-17 13:56:06,True,12_55,12
2952,56,56e2a905e3b6fe0003e32855,93,2017-03-13 00:00:00,True,12_56,12
2954,58,56e2a905e3b6fe0003e32855,20,2017-03-01 00:00:00,True,12_58,12
2969,77,56e2a905e3b6fe0003e32855,204,2017-03-20 10:48:28,True,12_77,12
2984,96,56e2a905e3b6fe0003e32855,86,2017-03-20 10:48:28,True,12_96,12
2986,98,56e2a905e3b6fe0003e32855,40,2017-03-01 00:00:00,True,12_98,12
2987,99,56e2a905e3b6fe0003e32855,13,2017-01-19 00:00:00,True,12_99,12
2989,101,56e2a905e3b6fe0003e32855,129,2017-03-20 00:00:00,True,12_101,12
2991,103,56e2a905e3b6fe0003e32855,58,2017-03-20 14:11:53,True,12_103,12
2992,104,56e2a905e3b6fe0003e32855,24,2017-03-17 11:30:14,True,12_104,12
2996,108,56e2a905e3b6fe0003e32855,13,2017-01-12 00:00:00,True,12_108,12
3025,1,57d1eb86a22c9d0003dd1f05,157,2017-03-20 01:55:22,True,23_1,23
3026,2,57d1eb86a22c9d0003dd1f05,0,2017-03-10 10:25:59,False,23_2,23
3027,2,57d1eb86a22c9d0003dd1f05,140,2017-03-11 00:00:00,False,23_2,23
3028,19,57d1eb86a22c9d0003dd1f05,84,2017-02-21 01:42:30,False,23_19,23
3029,4,57d1eb86a22c9d0003dd1f05,6,2016-12-31 00:00:00,True,23_4,23
3031,6,57d1eb86a22c9d0003dd1f05,101,2017-03-20 00:00:00,True,23_6,23
3033,8,57d1eb86a22c9d0003dd1f05,65,2017-03-14 00:00:00,True,23_8,23
3036,12,57d1eb86a22c9d0003dd1f05,62,2017-03-18 00:00:00,True,23_12,23
3037,13,57d1eb86a22c9d0003dd1f05,31,2017-03-17 05:46:18,True,23_13,23
3038,14,57d1eb86a22c9d0003dd1f05,115,2017-03-17 00:00:00,True,23_14,23
3040,16,57d1eb86a22c9d0003dd1f05,94,2017-03-20 01:55:22,True,23_16,23
3041,17,57d1eb86a22c9d0003dd1f05,99,2017-03-20 01:55:22,True,23_17,23
3042,18,57d1eb86a22c9d0003dd1f05,133,2017-03-20 00:00:00,True,23_18,23
3043,19,57d1eb86a22c9d0003dd1f05,84,2017-02-23 00:00:00,False,23_19,23
3044,20,57d1eb86a22c9d0003dd1f05,68,2017-03-16 00:00:00,True,23_20,23
3046,22,57d1eb86a22c9d0003dd1f05,40,2017-03-16 00:00:00,True,23_22,23
3047,24,57d1eb86a22c9d0003dd1f05,24,2017-03-16 00:00:00,True,23_24,23
3049,26,57d1eb86a22c9d0003dd1f05,27,2017-03-07 00:00:00,True,23_26,23
3051,28,57d1eb86a22c9d0003dd1f05,106,2017-03-20 00:28:58,True,23_28,23
3053,30,57d1eb86a22c9d0003dd1f05,23,2017-03-15 00:00:00,True,23_30,23
3055,33,57d1eb86a22c9d0003dd1f05,30,2017-03-09 03:23:18,True,23_33,23
3056,34,57d1eb86a22c9d0003dd1f05,54,2017-03-18 00:00:00,True,23_34,23
3057,35,57d1eb86a22c9d0003dd1f05,122,2017-03-20 06:37:39,True,23_35,23
3058,36,57d1eb86a22c9d0003dd1f05,76,2017-03-20 01:55:22,True,23_36,23
3059,38,57d1eb86a22c9d0003dd1f05,23,2017-03-15 00:00:00,True,23_38,23
3060,40,57d1eb86a22c9d0003dd1f05,108,2017-03-20 00:00:00,True,23_40,23
3063,43,57d1eb86a22c9d0003dd1f05,83,2017-03-20 06:37:39,True,23_43,23
3065,45,57d1eb86a22c9d0003dd1f05,38,2017-03-20 00:28:58,True,23_45,23
3066,47,57d1eb86a22c9d0003dd1f05,119,2017-03-20 00:28:58,True,23_47,23
3077,3,574c5ade56b6300003009965,223,2017-03-20 00:00:00,True,18_3,18
3079,5,574c5ade56b6300003009965,44,2017-03-03 00:00:00,True,18_5,18
3081,7,574c5ade56b6300003009965,14,2017-02-24 17:30:33,True,18_7,18
3083,9,574c5ade56b6300003009965,147,2017-03-20 07:28:27,True,18_9,18
3085,11,574c5ade56b6300003009965,22,2017-01-25 00:00:00,True,18_11,18
3086,12,574c5ade56b6300003009965,76,2017-03-20 00:00:00,True,18_12,18
3087,14,574c5ade56b6300003009965,116,2017-01-05 00:00:00,True,18_14,18
3088,16,574c5ade56b6300003009965,58,2017-03-17 00:00:00,True,18_16,18
3089,17,574c5ade56b6300003009965,77,2017-03-16 00:00:00,True,18_17,18
3091,19,574c5ade56b6300003009965,133,2017-03-20 00:00:00,True,18_19,18
3094,22,574c5ade56b6300003009965,71,2017-03-17 00:00:00,True,18_22,18
3095,23,574c5ade56b6300003009965,106,2017-03-16 07:24:51,True,18_23,18
3097,25,574c5ade56b6300003009965,20,2017-02-11 00:00:00,True,18_25,18
3098,26,574c5ade56b6300003009965,51,2017-03-16 00:00:00,True,18_26,18
3099,27,574c5ade56b6300003009965,29,2017-02-17 09:56:34,True,18_27,18
3100,28,574c5ade56b6300003009965,53,2017-03-16 18:33:37,True,18_28,18
3101,29,574c5ade56b6300003009965,55,2017-02-27 00:00:00,True,18_29,18
3102,30,574c5ade56b6300003009965,40,2017-02-02 00:00:00,True,18_30,18
3108,38,574c5ade56b6300003009965,151,2017-03-18 00:00:00,True,18_38,18
3109,39,574c5ade56b6300003009965,137,2017-03-19 00:00:00,True,18_39,18
3111,42,574c5ade56b6300003009965,92,2017-03-18 00:00:00,True,18_42,18
3114,49,574c5ade56b6300003009965,82,2017-03-20 07:36:45,True,18_49,18
3116,51,574c5ade56b6300003009965,28,2017-03-05 00:00:00,True,18_51,18
3117,52,574c5ade56b6300003009965,69,2017-02-21 00:00:00,True,18_52,18
3118,53,574c5ade56b6300003009965,28,2017-03-10 20:54:54,True,18_53,18
3119,54,574c5ade56b6300003009965,143,2017-03-17 00:00:00,True,18_54,18
3121,56,574c5ade56b6300003009965,162,2017-03-18 00:00:00,True,18_56,18
3122,57,574c5ade56b6300003009965,29,2017-02-23 00:00:00,True,18_57,18
3123,58,574c5ade56b6300003009965,104,2017-03-17 15:36:11,True,18_58,18
3124,59,574c5ade56b6300003009965,71,2017-03-01 00:00:00,True,18_59,18
3125,60,574c5ade56b6300003009965,92,2017-02-15 06:50:39,True,18_60,18
3129,66,574c5ade56b6300003009965,23,2017-01-20 14:00:14,True,18_66,18
3133,71,574c5ade56b6300003009965,70,2017-03-16 00:00:00,True,18_71,18
3134,73,574c5ade56b6300003009965,47,2017-03-16 08:44:00,True,18_73,18
3138,78,574c5ade56b6300003009965,42,2017-03-14 00:00:00,True,18_78,18
3141,81,574c5ade56b6300003009965,35,2017-03-07 00:00:00,True,18_81,18
3143,86,574c5ade56b6300003009965,151,2017-03-18 00:00:00,True,18_86,18
3150,94,574c5ade56b6300003009965,44,2017-02-10 06:09:33,True,18_94,18
3154,99,574c5ade56b6300003009965,60,2017-02-19 00:00:00,True,18_99,18
3155,100,574c5ade56b6300003009965,66,2017-03-03 00:00:00,True,18_100,18
3158,103,574c5ade56b6300003009965,244,2017-03-20 07:36:45,True,18_103,18
3159,104,574c5ade56b6300003009965,28,2017-03-18 00:00:00,True,18_104,18
3161,107,574c5ade56b6300003009965,34,2017-03-17 08:34:25,True,18_107,18
3162,109,574c5ade56b6300003009965,85,2017-03-03 00:00:00,True,18_109,18
3165,112,574c5ade56b6300003009965,144,2017-03-17 00:00:00,True,18_112,18
3170,117,574c5ade56b6300003009965,261,2017-03-20 07:36:45,True,18_117,18
3171,119,574c5ade56b6300003009965,62,2017-03-17 00:00:00,True,18_119,18
3173,121,574c5ade56b6300003009965,113,2017-03-16 08:44:00,True,18_121,18
3174,122,574c5ade56b6300003009965,127,2017-03-17 00:00:00,True,18_122,18
3175,123,574c5ade56b6300003009965,67,2017-03-18 00:00:00,True,18_123,18
3176,124,574c5ade56b6300003009965,67,2017-02-28 11:16:55,True,18_124,18
3180,128,574c5ade56b6300003009965,75,2017-02-15 00:00:00,False,18_128,18
3182,130,574c5ade56b6300003009965,201,2017-03-20 07:36:45,True,18_130,18
3183,131,574c5ade56b6300003009965,13,2017-01-20 14:00:14,True,18_131,18
3187,138,574c5ade56b6300003009965,34,2017-02-20 00:00:00,True,18_138,18
3188,140,574c5ade56b6300003009965,28,2017-03-06 00:00:00,True,18_140,18
3189,141,574c5ade56b6300003009965,70,2017-03-16 00:00:00,True,18_141,18
3193,147,574c5ade56b6300003009965,43,2017-03-16 00:00:00,True,18_147,18
3196,150,574c5ade56b6300003009965,146,2017-02-27 00:00:00,False,18_150,18
3198,153,574c5ade56b6300003009965,61,2017-03-15 07:28:42,True,18_153,18
3200,155,574c5ade56b6300003009965,33,2017-03-16 07:24:51,True,18_155,18
3202,158,574c5ade56b6300003009965,121,2017-01-10 18:35:45,True,18_158,18
3204,160,574c5ade56b6300003009965,86,2017-03-16 00:00:00,True,18_160,18
3205,161,574c5ade56b6300003009965,60,2017-03-18 00:00:00,True,18_161,18
3206,162,574c5ade56b6300003009965,57,2017-03-16 08:44:00,True,18_162,18
3207,164,574c5ade56b6300003009965,17,2016-12-28 00:00:00,True,18_164,18
3208,165,574c5ade56b6300003009965,28,2017-03-16 00:00:00,True,18_165,18
3209,166,574c5ade56b6300003009965,57,2017-03-16 00:00:00,True,18_166,18
3210,167,574c5ade56b6300003009965,58,2017-03-16 18:33:37,True,18_167,18
3212,169,574c5ade56b6300003009965,18,2017-03-17 08:34:25,True,18_169,18
3214,171,574c5ade56b6300003009965,82,2017-03-17 00:00:00,True,18_171,18
3218,176,574c5ade56b6300003009965,110,2017-03-16 00:00:00,True,18_176,18
3219,177,574c5ade56b6300003009965,91,2017-02-21 00:00:00,True,18_177,18
3222,181,574c5ade56b6300003009965,23,2017-03-15 10:46:31,True,18_181,18
3223,182,574c5ade56b6300003009965,78,2017-03-10 16:37:10,True,18_182,18
3225,187,574c5ade56b6300003009965,44,2017-02-07 11:29:19,True,18_187,18
3228,191,574c5ade56b6300003009965,11,2017-02-17 09:56:34,True,18_191,18
3230,195,574c5ade56b6300003009965,190,2017-03-20 07:36:45,True,18_195,18
3232,197,574c5ade56b6300003009965,65,2017-02-13 00:00:00,True,18_197,18
3234,201,574c5ade56b6300003009965,263,2017-03-20 07:36:45,True,18_201,18
3237,205,574c5ade56b6300003009965,268,2017-03-20 07:28:27,True,18_205,18
3239,207,574c5ade56b6300003009965,93,2017-03-20 07:36:45,True,18_207,18
3240,208,574c5ade56b6300003009965,52,2017-03-15 07:28:42,True,18_208,18
3242,210,574c5ade56b6300003009965,110,2017-03-20 00:00:00,True,18_210,18
3243,211,574c5ade56b6300003009965,127,2017-03-17 00:00:00,True,18_211,18
3251,226,574c5ade56b6300003009965,49,2017-03-10 00:00:00,True,18_226,18
3259,235,574c5ade56b6300003009965,49,2017-03-07 00:00:00,True,18_235,18
3263,244,574c5ade56b6300003009965,113,2017-03-17 00:00:00,True,18_244,18
3266,247,574c5ade56b6300003009965,53,2017-02-16 13:06:36,True,18_247,18
3268,250,574c5ade56b6300003009965,218,2017-03-18 00:00:00,True,18_250,18
3269,251,574c5ade56b6300003009965,140,2017-03-15 00:00:00,True,18_251,18
3272,258,574c5ade56b6300003009965,156,2017-03-19 00:00:00,True,18_258,18
3275,261,574c5ade56b6300003009965,35,2017-02-07 17:58:01,True,18_261,18
3276,262,574c5ade56b6300003009965,36,2017-03-16 00:00:00,True,18_262,18
3279,266,574c5ade56b6300003009965,119,2017-03-20 07:36:45,True,18_266,18
3280,267,574c5ade56b6300003009965,27,2017-03-06 10:23:39,True,18_267,18
3286,277,574c5ade56b6300003009965,141,2017-03-17 00:00:00,True,18_277,18
3287,278,574c5ade56b6300003009965,184,2017-03-15 17:32:04,True,18_278,18
3289,286,574c5ade56b6300003009965,42,2017-02-15 13:33:18,False,18_286,18
3291,288,574c5ade56b6300003009965,32,2017-03-17 06:53:42,True,18_288,18
3292,289,574c5ade56b6300003009965,109,2017-02-16 09:47:18,True,18_289,18
